feature,importance
LAMB3,0.0001420640005017007
SLC22A7,0.00014142648435095612
CFHR5,0.0001411616746156286
MRAP2,0.00014072768983565732
ITPKA,0.00014065412683977578
SLC38A3,0.0001405877681426626
GAL3ST1,0.00014039037039327917
CLDN3,0.00013944781868563592
UGT2B10,0.0001385751431051111
CGREF1,0.00013781794971761972
HABP2,0.0001374369681984003
CLDN4,0.00013722265199009112
PLEK2,0.00013646823359512422
ZFAND5,0.000135130426785122
IGFBP3,0.00013512938923270645
TMEM37,0.00013413571361066173
H2BC5,0.00013400149063537157
C12orf75,0.00013383161659797445
LAD1,0.00013371166252071625
COLEC11,0.00013348233743020642
CTHRC1,0.00013344859000595632
NUGGC,0.00013331313773651054
COL6A1,0.00013248031199028152
SLC1A5,0.00013227551668060174
UBXN10,0.00013037780066091275
HLA-DRB1,0.00013030776516517235
ETNPPL,0.00012987749593385527
ABCG2,0.00012942049207188898
SLC51A,0.00012867622762151808
IL1RN,0.000126820763910279
CYP4F12,0.00012586519511156852
PPP1R3C,0.00012468294949578425
ELOVL2,0.00012414775332120334
GLYATL1,0.00012375731347559333
F7,0.00012207180816934613
TTPA,0.00012126179388803378
PYCARD,0.00012095999106363982
PPP1R3G,0.00012071743117216236
GOT1,0.00011959742229539359
HPX,0.00011727330428945389
FGA,0.00011602165671863525
NRSN2,0.00011522461796877986
CYP7A1,0.00011398292178283282
CNGA1,0.00011352787783276503
TNFSF14,0.00011234761628721049
AKR1C1,0.00011115067420128922
SLC38A4,0.00010967993293675112
SLC22A9,0.0001064541795177665
HS3ST3B1,0.00010588598129094742
SLCO2B1,0.00010566821677104079
UROC1,0.00010566602123904126
GCKR,0.00010496831553937053
SEC14L4,0.00010489957053752945
SHD,0.00010479116041739555
TMEM98,0.00010478434462404438
PRR15L,0.00010350605771226113
CES3,0.00010284553636908625
TOP2A,0.0001020901652848859
RGS2,0.00010179397696978012
CYP2E1,0.00010156937712299747
SELENOM,0.00010040118634526318
AKR7A3,9.91061888806437e-05
CCL5,9.87258966999871e-05
GOLT1A,9.863284750229576e-05
ACSM2B,9.842718623835855e-05
GLYAT,9.71041028305894e-05
CAPG,9.6632371626518e-05
VNN1,9.610136706016656e-05
PHYHD1,9.58834840082758e-05
PCK1,9.588204011143193e-05
CBR1,9.485765526435913e-05
TM7SF2,9.454738283656696e-05
GPR88,9.453729056229835e-05
HLF,9.314001418270581e-05
SLC2A2,9.306979503427108e-05
PON1,9.280664336090001e-05
MYOM1,9.224928224494025e-05
VCAM1,9.217127603145874e-05
SEL1L3,9.19347396918229e-05
SLC6A1,9.086119980839385e-05
A2M,9.015254066342033e-05
PLBD1,8.986748390423127e-05
AGXT2,8.952480761244032e-05
REEP6,8.822428474061246e-05
DEFB1,8.810915463806842e-05
UPB1,8.773975291579855e-05
DBNDD1,8.75907814074358e-05
AKR1C4,8.743190853511012e-05
CLRN3,8.731009570138021e-05
C4BPA,8.690481243491958e-05
GLDC,8.641430126004308e-05
ERICH5,8.607848498969567e-05
ORM1,8.57960790435634e-05
PLG,8.539090825679754e-05
INMT,8.522097009765372e-05
CDA,8.504523452068382e-05
INSIG1,8.481089644949131e-05
VNN3,8.396877384791731e-05
KCNJ4,8.35946717408409e-05
CYP2C18,8.325137843854337e-05
UGT2B4,8.15723995637689e-05
PAH,8.137903512924526e-05
DAO,8.136282343684806e-05
OR2I1P,8.109812603421666e-05
C8A,8.096525530670791e-05
GADD45B,8.081238857759667e-05
PHLDA2,8.046085036616348e-05
ARG1,7.999110388560829e-05
CAMK2N2,7.910937815553024e-05
VIL1,7.905499121893368e-05
SULT1C2,7.83432575238655e-05
FSTL3,7.696877414170186e-05
EPB41L1,7.622556670767753e-05
NPR2,7.469057776121813e-05
PRAG1,7.447579536650579e-05
HSD11B1,7.18202095565651e-05
IRF6,7.101466357299185e-05
CD2,7.070352607158484e-05
PGGHG,6.859288959399548e-05
LEAP2,6.81764406945247e-05
CPN1,6.598797646051094e-05
IFIT1,6.405935873341295e-05
CLDN15,6.392293638155079e-05
SDCBP2,6.15220672524113e-05
ACP5,5.936086662821418e-05
H2AC8,5.925763424028786e-05
SERPINE1,5.8604676296005014e-05
IGFALS,5.747898008348402e-05
SLC1A2,5.715156034486949e-05
PROZ,5.676363834449744e-05
ADH1B,5.661402488551653e-05
SRD5A2,5.615669647583422e-05
TRPM8,5.491848062901816e-05
NR0B2,5.4607054623793655e-05
UBE2C,5.446375198482199e-05
GPX2,5.429139658625771e-05
BAMBI,5.388500215370433e-05
IER3,5.371785174898642e-05
AOX1,5.3669535638400907e-05
C8B,5.29259019404544e-05
VEGFB,5.1819492245716085e-05
SYNGR1,5.031074432384501e-05
F2RL1,5.024315307302449e-05
KRTCAP3,4.9912039625536595e-05
EGR1,4.971638730891264e-05
SLC16A11,4.937117940031911e-05
CD44,4.913983834814066e-05
FGB,4.8615536680153376e-05
CYP4F22,4.851748531783532e-05
APOC3,4.811044633077572e-05
GAS6,4.783740223001397e-05
PTPRH,4.773482641375614e-05
ICA1,4.765102077986625e-05
TNFRSF12A,4.75515402897311e-05
EPHX2,4.679170618225459e-05
SLC17A2,4.633073028960835e-05
TMEM30B,4.620351420074496e-05
KCTD17,4.612148357852005e-05
EPHX1,4.5905276531170455e-05
GMPR,4.584405096649821e-05
ABCG5,4.509889463028144e-05
MGP,4.475338074745686e-05
DUSP5,4.471285070275434e-05
MARCKSL1,4.387660975117407e-05
C9,4.3744754818506696e-05
COL5A3,4.290471302128817e-05
ANGPTL4,4.2740462044064034e-05
CDK18,4.23579176548345e-05
S100A16,4.217539281865094e-05
OGDHL,4.186230442929564e-05
RAP1GAP,4.1686029919261235e-05
MYBL2,4.162568921927173e-05
SULT2A1,4.133241021877165e-05
FGGY,4.064032580957452e-05
SLC22A18,3.9239979842762295e-05
HAO1,3.9171628761932705e-05
PBLD,3.903087485907829e-05
PCP4L1,3.891863654172651e-05
LDHD,3.680888033750005e-05
LGALS3,3.6577739835521573e-05
COX6A2,3.507401126202196e-05
S100A6,3.4997626425862534e-05
LSR,3.497872468604007e-05
FES,3.128368921551875e-05
E2F1,2.7056092771921086e-05
IGFBP1,2.705609277192108e-05
UGT2A3,2.6989756270144797e-05
BMP4,2.6820283455387848e-05
FGG,2.4126828945720516e-05
LPA,2.369889484083707e-05
SLC46A3,2.3183267500783722e-05
IGFBP2,2.2441724806741445e-05
P4HA1,1.643476292407456e-05
AADAC,1.6355345154277177e-05
TXNRD1,1.6005469169283834e-05
CREB3L3,1.4736508928450749e-05
TMEM150B,1.340891393796794e-05
GPR37,8.424300265836013e-06
FAXDC2,3.857240922610064e-06
CDHR5,1.0884432750011526e-06
BOK,5.477954039279871e-08
ACOT12,1.179530219936976e-19
GLT1D1,2.5772885315146064e-20
GSTP1,2.51515682598169e-20
GBP3,0.0
GPAM,0.0
ABCB1,0.0
CFHR4,0.0
ARID3A,0.0
SEC14L2,0.0
SLC6A12,0.0
TBX3,0.0
HLA-DQB1,0.0
CHRDL2,0.0
IFI27L2,0.0
SLC7A5,0.0
PHYHIPL,0.0
DEPP1,0.0
APCS,0.0
TMEM92,0.0
CCL20,0.0
FOS,0.0
TSPAN8,0.0
HLA-DQA1,0.0
PALM3,0.0
MAPK13,0.0
KCNJ8,0.0
OASL,0.0
LGALS2,0.0
C1QB,0.0
TJP3,0.0
TNFRSF21,0.0
VWCE,0.0
FCGR3A,0.0
CCL2,0.0
PIGR,0.0
LRG1,0.0
BCHE,0.0
SERPINA5,0.0
PLTP,0.0
GPLD1,0.0
TC2N,0.0
CYP3A5,0.0
ARRDC4,0.0
MRC1,0.0
CDC20,0.0
PCOLCE2,0.0
ACTA2,0.0
